,Source,Target
118507,29035,76411
118508,29035,103440
118520,29045,24376
118522,29046,10381
118595,29060,28879
118598,29060,76136
118705,29093,37998
118706,29093,70752
118707,29093,105852
118708,29093,108725
118709,29094,1929
118710,29094,35080
118711,29094,93907
118759,29109,65634
118851,29122,1738
118859,29122,38806
118916,29130,59664
118982,29149,100884
119002,29158,37764
119063,29169,89957
119206,29191,17806
119207,29191,20896
119213,29191,32227
119217,29191,50582
119235,29196,26196
119236,29196,38050
119237,29196,39665
119238,29196,40165
119239,29196,47336
119240,29196,50392
119241,29196,52259
119242,29196,56745
119243,29196,61367
119244,29196,73532
119245,29196,74154
119246,29196,76961
119247,29196,79638
119248,29196,80388
119249,29196,83276
119250,29196,83280
119251,29196,83414
119252,29196,84713
119253,29196,88317
119254,29196,91456
119255,29196,92706
119256,29196,95102
119257,29196,95641
119258,29196,96140
119259,29196,96279
119260,29196,97723
119261,29196,98485
119262,29196,99066
119263,29196,102560
119264,29196,103168
119265,29196,103929
119266,29196,104528
119267,29196,105112
119268,29196,105928
119269,29196,107127
119270,29196,109165
119271,29196,110476
119295,29203,105856
119296,29204,37241
119297,29204,93151
119306,29210,15392
119307,29210,82185
119311,29211,16410
119321,29211,30714
119341,29213,19228
119374,29232,30319
119387,29232,103837
119389,29232,110191
119395,29233,37058
119413,29237,112410
119429,29244,28027
119436,29245,105562
119459,29254,38896
119461,29254,52680
119523,29267,79034
119532,29269,25497
119536,29269,106648
119547,29275,50575
119548,29275,57868
119549,29275,61896
119550,29275,62675
119551,29275,66162
119552,29275,69440
119553,29275,87018
119554,29275,95112
119555,29275,105815
119563,29280,105578
119564,29281,78907
119608,29297,106626
119624,29303,17600
119625,29303,23770
119626,29303,27861
119627,29303,32982
119628,29303,36002
119629,29303,52006
119630,29303,53784
119631,29303,57709
119632,29303,59457
119633,29303,62745
119634,29303,64842
119635,29303,75903
119636,29303,98576
119637,29303,100269
119638,29303,103447
119658,29308,17253
119659,29309,11002
119689,29314,34227
119704,29315,18609
119708,29315,25751
119831,29347,36634
119886,29360,102944
119890,29362,24448
119891,29362,28241
119892,29362,29142
119893,29362,39395
119894,29362,56858
119895,29362,65146
119896,29362,73244
119897,29362,83697
119907,29370,18526
119916,29370,86463
119917,29370,87112
119919,29370,106638
119923,29371,40213
119966,29378,21866
120007,29383,9648
120008,29383,35337
120009,29383,37431
120010,29383,45435
120011,29383,82923
120012,29383,93177
120089,29416,29827
120118,29427,9179
120119,29427,28899
120120,29427,47445
120121,29427,66163
120144,29439,14206
120145,29439,21451
120146,29439,41361
120147,29439,45105
120148,29439,87573
120149,29439,87789
120150,29439,90194
120151,29439,98241
120152,29439,99719
120236,29459,29730
120251,29465,9876
120252,29465,18208
120300,29483,4340
120301,29483,7349
120302,29483,21458
120303,29483,25181
120304,29483,25392
120305,29483,54833
120306,29483,69403
120377,29501,14431
120378,29501,29125
120379,29501,51270
120380,29501,80535
120381,29501,81469
120382,29501,89126
120412,29515,31247
120529,29543,48874
120579,29550,29073
120582,29552,6372
120583,29552,6855
120584,29552,10241
120587,29552,75756
120806,29592,92622
120826,29601,16527
120874,29617,20150
120917,29625,33849
121047,29663,30074
121091,29665,109966
121108,29669,12345
121194,29683,29838
121216,29689,109705
121231,29692,85442
121276,29703,39737
121310,29714,104863
121311,29714,106415
121330,29719,365
121338,29721,3990
121361,29724,32262
121362,29724,32538
121363,29724,41374
121364,29724,52481
121365,29724,71567
121366,29724,76128
121367,29724,76149
121368,29724,80646
121369,29724,93591
121503,29760,13561
121504,29760,16811
121505,29760,23868
121506,29760,34910
121507,29760,54374
121508,29760,57598
121509,29760,69364
121510,29760,69707
121511,29760,74833
121512,29760,80351
121513,29760,81052
121514,29760,90315
121515,29760,98019
121516,29760,102199
121517,29760,103209
121518,29760,103993
121519,29760,104438
121520,29760,108278
121521,29760,108955
121522,29760,108979
121523,29760,110096
121549,29765,106679
121550,29765,110882
121590,29771,24089
121626,29782,1097
121676,29798,15694
121682,29799,85741
121719,29803,14981
121720,29803,21782
121721,29803,23431
121722,29803,69983
121723,29803,76432
121724,29803,89054
121725,29803,95731
121726,29803,103820
121803,29823,82398
121806,29826,49723
121863,29835,94834
121866,29838,39638
121867,29838,45366
121868,29838,86651
121869,29838,106056
121870,29838,108929
121878,29844,1400
121879,29844,5105
121880,29844,5594
121881,29844,23332
121882,29844,25221
121883,29844,40504
121884,29844,95459
121885,29845,15993
121886,29845,59099
121887,29845,79445
121888,29845,90664
121889,29845,104963
121900,29854,19595
121917,29866,75756
122029,29887,93621
122035,29888,14910
122049,29889,20444
122168,29916,86116
122171,29916,90765
122195,29925,42496
122233,29936,82623
122237,29936,107418
122244,29937,101570
122255,29939,18204
122320,29953,44800
122346,29963,59630
122391,29974,78808
122420,29985,108707
122433,29992,93524
122471,29995,111368
122507,30010,82466
122559,30020,19704
122564,30020,49003
122570,30020,105880
122691,30044,48526
122698,30044,103989
122755,30056,108005
122831,30066,5842
122832,30066,37097
122833,30066,89069
122834,30066,93037
122835,30067,38729
122836,30067,42111
122837,30067,59043
122988,30122,51006
123074,30147,18285
123114,30155,19930
123129,30160,39417
123134,30160,111566
123146,30164,66162
123166,30168,70689
123239,30181,14044
123260,30185,22458
123274,30191,37684
123290,30197,102085
123300,30202,19740
123301,30202,75745
123322,30209,48986
123323,30209,96911
123324,30209,97484
123348,30214,23973
123378,30217,66021
123413,30229,29105
123414,30229,45453
123473,30242,104308
123515,30251,75756
123593,30271,30911
123685,30289,112246
123748,30300,100837
123774,30306,34232
123775,30306,38111
123776,30306,55924
123777,30306,79946
123785,30309,16096
123787,30309,32941
123912,30328,27038
123913,30328,38618
123945,30332,1663
123946,30332,4144
123947,30332,4790
123948,30332,15358
123949,30332,16230
123950,30332,18264
123951,30332,44556
123952,30332,46620
123953,30332,55937
123954,30332,60425
123955,30332,60542
123956,30332,70729
123957,30332,77396
123998,30336,28376
124011,30337,110858
124012,30338,698
124013,30338,20322
124037,30346,79486
124039,30346,110706
124040,30347,21509
124067,30363,17509
124068,30363,24129
124073,30363,92497
124082,30367,86765
124102,30374,34264
124138,30381,107807
124178,30396,34181
124205,30404,55902
124413,30453,86446
124460,30469,16682
124518,30483,28695
124542,30489,38065
124547,30490,57391
124590,30494,24631
124624,30511,55697
124708,30545,85453
124749,30562,111296
124902,30621,25470
124992,30641,89749
125009,30649,15772
125015,30649,85170
125043,30656,17696
125053,30657,12558
125054,30657,22011
125055,30657,31800
125056,30657,53728
125057,30657,93284
125133,30683,14145
125187,30697,88349
125206,30703,17069
125224,30709,19909
125225,30709,30752
125226,30709,45495
125227,30709,78222
125228,30709,80467
125229,30709,87597
125255,30714,20896
125271,30716,66220
125318,30721,80016
125343,30729,71397
125346,30731,27298
125347,30731,27999
125348,30731,28681
125349,30731,28691
125350,30731,31672
125351,30731,33830
125352,30731,34570
125353,30731,39112
125354,30731,41769
125355,30731,51213
125356,30731,51707
125357,30731,74126
125358,30731,75434
125359,30731,76299
125360,30731,83558
125361,30731,94195
125362,30731,111482
125369,30737,92224
125446,30762,33116
125486,30778,72999
125563,30798,50351
125565,30798,60893
125584,30800,108690
125659,30822,33996
125677,30830,43556
125700,30837,22688
125763,30863,80723
125843,30883,102442
125872,30886,111865
125896,30888,86759
125904,30889,95195
125954,30908,14180
125955,30908,26947
125956,30908,47658
125957,30908,57514
125958,30908,58966
125959,30908,79824
125960,30909,3481
125979,30911,25733
125980,30911,29432
125981,30911,30271
126067,30923,96536
126108,30934,106234
126154,30949,23289
126278,30969,66920
126281,30969,94663
126282,30969,112333
126332,30978,37170
126439,31009,47639
126440,31009,69447
126441,31009,71256
126450,31014,2515
126455,31014,5846
126460,31014,22013
126464,31014,38956
126520,31032,102787
126623,31053,83047
126647,31056,100799
126662,31060,72775
126669,31066,1475
126670,31066,7217
126671,31066,25286
126672,31066,35138
126673,31066,75560
126674,31066,90070
126675,31066,111707
126706,31082,11166
126737,31090,61533
126738,31090,89902
126786,31108,100918
126837,31124,82602
126838,31124,96804
126892,31135,108829
126910,31139,75659
126921,31142,32741
127025,31165,2299
127026,31165,4117
127027,31165,42099
127028,31165,43025
127029,31165,56904
127030,31165,59413
127031,31165,75988
127087,31180,7416
127131,31195,59021
127207,31216,7407
127213,31216,73260
127216,31216,112126
127418,31252,8414
127458,31269,101226
127459,31269,104963
127469,31273,110030
127486,31277,11791
127499,31280,41554
127501,31280,64479
127545,31287,35679
127566,31287,98318
127607,31298,67395
127608,31298,93447
127612,31298,107115
127643,31303,108481
127644,31304,8458
127647,31304,72318
127659,31305,100428
127674,31310,6904
127701,31315,3904
127929,31363,46605
127932,31363,96802
127938,31366,104813
127940,31369,77466
127941,31369,94873
127961,31373,22044
127962,31373,35708
127963,31373,96170
127969,31377,105141
128056,31402,112175
128083,31412,18002
128087,31414,74738
128100,31423,8066
128102,31423,39993
128120,31425,79006
128158,31433,75816
128192,31441,24128
128195,31443,531
128196,31443,42197
128197,31443,50574
128198,31443,55644
128199,31443,86106
128260,31455,24043
128261,31455,44021
128280,31462,50464
128281,31462,81448
128292,31465,81520
128303,31472,10012
128304,31472,17173
128306,31472,22078
128321,31473,18988
128323,31473,29354
128326,31473,92324
128330,31473,106402
128355,31480,45508
128365,31485,10446
128366,31485,34769
128367,31485,58292
128428,31502,30074
128522,31526,110652
128593,31545,108690
128602,31549,93140
128616,31559,66162
128618,31560,5709
128625,31564,85624
128628,31566,30697
128637,31568,28994
128638,31568,37268
128639,31568,58287
128640,31568,66246
128641,31568,74851
128655,31570,3507
128656,31570,4159
128657,31570,17477
128658,31570,25121
128659,31570,50359
128660,31570,68239
128661,31570,68818
128662,31570,76569
128663,31570,97119
128691,31578,25067
128709,31579,22104
128781,31597,29151
128782,31597,36962
128783,31597,44476
128784,31597,73089
128785,31597,101043
128786,31597,101187
128787,31597,102377
128906,31626,61343
128907,31626,72180
128937,31636,32167
128938,31636,67990
128948,31644,3091
128997,31655,94834
129085,31672,68955
129252,31700,68405
129411,31717,58973
129422,31720,47013
129448,31725,11959
129449,31725,17659
129450,31725,19703
129451,31725,20001
129452,31725,25343
129453,31725,26234
129454,31725,29626
129455,31725,39800
129456,31725,59850
129457,31725,80915
129458,31725,91411
129492,31734,28494
129498,31734,61464
129505,31734,73456
129521,31738,110502
129526,31740,1471
129527,31740,40478
129558,31749,50660
129678,31793,40870
129679,31793,41320
129708,31799,40813
129709,31799,54278
129710,31799,60856
129711,31799,68100
129720,31800,78113
129723,31802,33697
129724,31802,41781
129725,31802,70117
129726,31802,71376
129727,31802,76638
129728,31802,80541
129729,31802,90088
129730,31802,90103
129731,31802,93838
129732,31802,108532
129754,31810,24509
129772,31813,11522
129790,31813,39274
129835,31822,11190
129845,31823,70096
129858,31833,32653
129944,31849,434
129945,31849,2751
129946,31849,27029
129947,31849,29795
129948,31849,42636
129949,31849,83773
129950,31849,99086
129951,31849,103749
129952,31849,109476
129954,31853,24922
129955,31853,66829
129997,31860,16304
129999,31860,107337
130001,31862,32278
130019,31868,58120
130106,31887,92526
130157,31899,96188
130159,31902,17716
130217,31913,38285
130224,31914,4904
130225,31914,7272
130226,31914,17301
130227,31914,36600
130228,31914,40777
130229,31914,59905
130230,31914,96966
130231,31914,97119
130232,31914,104272
130233,31914,109582
130328,31938,68828
130333,31938,107084
130334,31939,98095
130393,31958,38819
130405,31963,111722
130433,31973,19769
130462,31975,33977
130463,31975,34281
130483,31975,97342
130553,31998,51119
130590,31999,77584
130622,32010,19847
130648,32015,38534
130649,32015,53101
130672,32020,38728
130743,32043,110724
130766,32051,110080
130856,32064,15772
130873,32069,9834
130874,32069,30181
130875,32069,37732
130876,32069,54177
130877,32069,71812
130878,32069,88081
130879,32069,90999
131001,32096,80016
131033,32101,36091
131108,32104,56843
131211,32120,74458
131269,32133,62557
131273,32134,89954
131335,32147,30058
131396,32163,6617
131397,32163,10276
131398,32163,31032
131399,32163,47592
131400,32163,74555
131405,32165,1915
131427,32166,2739
131428,32166,32868
131429,32166,33164
131430,32166,39324
131431,32166,95779
131443,32171,16223
131466,32182,12493
131485,32186,83877
131500,32191,15347
131501,32191,31166
131502,32191,44391
131532,32198,6822
131533,32198,7641
131534,32198,40395
131535,32198,41777
131602,32217,41965
131603,32217,45508
131632,32223,67454
131643,32227,20452
131648,32227,73451
131668,32232,109878
131684,32236,34060
131685,32236,36242
131686,32236,42513
131687,32236,56930
131688,32236,99846
131689,32237,18465
131690,32237,23153
131691,32237,28637
131692,32237,32407
131693,32237,38867
131694,32237,45038
131695,32237,58109
131722,32244,75756
131734,32254,98907
131759,32260,68616
131811,32271,106314
131812,32272,33015
131814,32274,23899
131815,32274,43245
131816,32274,68295
131817,32274,106501
131818,32274,106865
131834,32277,90181
131899,32300,112059
131911,32302,18565
131960,32312,104543
131974,32316,41723
132103,32341,102147
132148,32350,69828
132150,32350,100118
132199,32356,19671
132227,32365,65369
132239,32370,41572
132241,32370,47241
132243,32370,65437
132246,32371,17696
132251,32373,93433
132252,32373,97905
132381,32420,75756
132383,32420,81068
132401,32424,19993
132408,32425,8618
132506,32463,35183
132529,32475,9130
132530,32475,13540
132531,32475,22375
132532,32475,38329
132533,32475,55157
132534,32475,89505
132555,32481,40013
132561,32486,60557
132574,32489,90677
132578,32493,3091
132582,32494,43921
132626,32511,14848
132697,32525,30074
132707,32530,83253
132708,32530,85414
132709,32530,86225
132726,32532,77247
132894,32573,15459
132895,32573,28260
132896,32573,38036
132897,32573,45086
132898,32573,52550
132899,32573,65194
132900,32573,66378
132901,32573,66396
132902,32573,68991
132903,32573,74992
132904,32574,75145
132919,32582,1378
132950,32588,9293
132996,32598,9467
132999,32598,32669
133080,32613,18953
133082,32613,41711
133093,32613,110139
133140,32630,32653
133141,32630,91505
133147,32632,55557
133253,32656,16524
133254,32656,24574
133255,32656,79530
133256,32656,107231
133257,32656,107529
133258,32656,109632
133259,32656,110014
133280,32664,35365
133291,32671,33116
133361,32685,45553
133371,32686,28628
133385,32687,50947
133388,32687,71231
133449,32711,42974
133462,32718,28354
133485,32729,71876
133507,32740,42158
133557,32749,68289
133558,32749,82488
133559,32749,100580
133587,32758,98328
133590,32760,108690
133596,32763,79034
133615,32766,25751
133630,32768,106382
133640,32774,15434
133698,32787,22630
133699,32787,29738
133700,32787,67001
133701,32787,93790
133734,32793,64085
133768,32800,54433
133843,32817,106234
133852,32820,31668
133853,32820,32802
133854,32820,54329
133855,32820,70825
133861,32822,52384
133895,32837,42078
133896,32837,98184
133897,32837,110727
133898,32837,111718
133905,32838,12459
133911,32838,41084
133920,32838,103530
133923,32840,64107
133942,32844,60505
133977,32854,39456
133986,32857,108223
133988,32858,40870
133992,32859,62222
134135,32891,107262
134154,32900,61722
134194,32909,24140
134200,32911,102817
134230,32923,79116
134250,32930,81793
134253,32930,86165
134281,32941,98473
134294,32943,24355
134297,32943,40548
134298,32943,41966
134299,32943,48247
134302,32943,67294
134348,32958,95569
134367,32963,39120
134412,32976,6849
134414,32976,11903
134460,32989,43650
